"Ano","Unidade da Federação","Qtde Contribuintes Empregados","Quantidade de Vínculos","Vl Remuneração (R$)","Número Médio Mensal Cont Emprg","Estatísticas Cont Empregado"
"2014","Acre","134695","158232","2073266912,08","95393","Qtde Contribuintes Empregados"
"2014","Amazonas","702579","846020","12173385595,09","504962","Qtde Contribuintes Empregados"
"2014","Roraima","90295","108314","1229175655,08","61345","Qtde Contribuintes Empregados"
"2014","Pará","1255231","1460412","20054644176,84","899760","Qtde Contribuintes Empregados"
"2014","Amapá","122914","147861","1765908964,40","82382","Qtde Contribuintes Empregados"
"2014","Tocantins","299579","359412","4116254772,19","212330","Qtde Contribuintes Empregados"
"2014","Maranhão","740083","863446","10881784206,06","538647","Qtde Contribuintes Empregados"
"2014","Piauí","460808","532640","6280110185,19","352087","Qtde Contribuintes Empregados"
"2014","Ceará","1717886","2077453","23272538558,53","1286925","Qtde Contribuintes Empregados"
"2014","Rio Grande do Norte","672715","786241","9727095306,13","507461","Qtde Contribuintes Empregados"
"2014","Paraíba","670406","787185","8942618520,06","512763","Qtde Contribuintes Empregados"
"2014","Pernambuco","1902603","2318595","29390241604,59","1406024","Qtde Contribuintes Empregados"
"2014","Alagoas","511630","616499","6850938503,12","370674","Qtde Contribuintes Empregados"
"2014","Sergipe","443601","517149","7468025776,64","339356","Qtde Contribuintes Empregados"
"2014","Bahia","2741557","3226233","43312074503,31","2028810","Qtde Contribuintes Empregados"
"2014","Minas Gerais","6188161","7855276","102206794532,38","4655795","Qtde Contribuintes Empregados"
"2014","Espírito Santo","1157645","1452459","20047172408,06","865790","Qtde Contribuintes Empregados"
"2014","Rio de Janeiro","5008955","6264488","121305371942,63","3789775","Qtde Contribuintes Empregados"
"2014","São Paulo","16635986","20785798","407569041883,00","12830858","Qtde Contribuintes Empregados"
"2014","Paraná","3687142","4615852","67663098475,50","2805446","Qtde Contribuintes Empregados"
"2014","Santa Catarina","2679524","3487423","50100567165,56","2089644","Qtde Contribuintes Empregados"
"2014","Rio Grande do Sul","3535832","4462195","69097640124,25","2712779","Qtde Contribuintes Empregados"
"2014","Mato Grosso do Sul","765932","967343","12306342259,19","554746","Qtde Contribuintes Empregados"
"2014","Mato Grosso","1037295","1348637","16208789173,45","731813","Qtde Contribuintes Empregados"
"2014","Goiás","1833215","2271252","28303026206,88","1309448","Qtde Contribuintes Empregados"
"2014","Distrito Federal","1091900","1352659","27417713907,47","809609","Qtde Contribuintes Empregados"
"2014","Ignorado","103833","130359","1510299617,43","72373","Qtde Contribuintes Empregados"
"2015","Rondônia","369735","442100","6104304212,96","264553","Qtde Contribuintes Empregados"
"2015","Acre","133177","153700","2160583160,22","94588","Qtde Contribuintes Empregados"
"2015","Amazonas","671471","779034","12459952814,72","483093","Qtde Contribuintes Empregados"
"2015","Roraima","89033","107578","1359262969,27","61600","Qtde Contribuintes Empregados"
"2015","Pará","1224881","1412917","21811663108,00","895777","Qtde Contribuintes Empregados"
"2015","Amapá","108109","123865","1696147894,99","72457","Qtde Contribuintes Empregados"
"2015","Tocantins","297444","355200","4499995537,26","214444","Qtde Contribuintes Empregados"
"2015","Maranhão","722699","842991","11620136557,69","535123","Qtde Contribuintes Empregados"
"2015","Piauí","464706","541666","6918123536,45","355137","Qtde Contribuintes Empregados"
"2015","Ceará","1709774","2027747","26157831956,66","1307043","Qtde Contribuintes Empregados"
"2015","Rio Grande do Norte","654308","754175","10392518655,41","503782","Qtde Contribuintes Empregados"
"2015","Paraíba","662058","763252","9688292861,13","513860","Qtde Contribuintes Empregados"
"2015","Pernambuco","1802733","2128695","29981571895,31","1356366","Qtde Contribuintes Empregados"
"2015","Alagoas","498463","591416","7228151104,85","367230","Qtde Contribuintes Empregados"
"2015","Sergipe","434489","505882","7912203361,09","337977","Qtde Contribuintes Empregados"
"2015","Bahia","2642869","3063490","45836273594,31","1995216","Qtde Contribuintes Empregados"
"2015","Minas Gerais","5950937","7336751","107540077272,88","4561906","Qtde Contribuintes Empregados"
"2015","Espírito Santo","1112124","1355088","21036610480,22","849827","Qtde Contribuintes Empregados"
"2015","Rio de Janeiro","4837004","5856335","127273117600,88","3709227","Qtde Contribuintes Empregados"
"2015","São Paulo","16044141","19386069","429839884428,50","12548699","Qtde Contribuintes Empregados"
"2015","Paraná","3593383","4346488","73132274660,00","2781403","Qtde Contribuintes Empregados"
"2015","Santa Catarina","2651321","3302866","54428087736,00","2081199","Qtde Contribuintes Empregados"
"2015","Rio Grande do Sul","3401138","4113385","73252895006,00","2650870","Qtde Contribuintes Empregados"
"2015","Mato Grosso do Sul","745647","935920","13056733937,95","549695","Qtde Contribuintes Empregados"
"2015","Mato Grosso","1013101","1278408","17565764065,75","729200","Qtde Contribuintes Empregados"
"2015","Goiás","1781567","2158680","30447184180,94","1298755","Qtde Contribuintes Empregados"
"2015","Distrito Federal","1061546","1275680","30258958376,50","808436","Qtde Contribuintes Empregados"
"2015","Ignorado","97673","118152","1566405923,39","71100","Qtde Contribuintes Empregados"
"-","-","-"
